,No,age,bmi,children,charges,region_IDN,region_northeast,region_northwest,region_southeast,region_southwest,sex_IDN,sex_female,sex_male,smoker_IDN,smoker_no,smoker_yes
1244,1244,18.0,33.33,0.0,1135.9407,0,0,0,1,0,0,0,1,0,1,0
1245,1245,28.0,24.3,5.0,5615.369000000001,0,0,0,0,1,0,0,1,0,1,0
1246,1246,45.0,30.631379032258067,3.0,9101.798,0,0,0,0,1,0,1,0,0,1,0
1247,1247,33.0,29.4,4.0,6059.173000000001,1,0,0,0,0,0,0,1,1,0,0
1248,1248,18.0,39.82,0.0,1633.9618,0,0,0,1,0,0,1,0,0,1,0
1249,1249,32.0,30.631379032258067,1.0,37607.5277,0,1,0,0,0,0,0,1,0,0,1
1250,1250,24.0,29.83,0.0,13311.265686102104,0,1,0,0,0,0,0,1,0,0,1
1251,1251,19.0,19.8,0.0,1241.565,1,0,0,0,0,0,0,1,0,1,0
1252,1252,20.0,27.3,0.0,16232.847,0,0,0,0,1,0,0,1,0,0,1
1253,1253,40.0,29.3,4.0,15828.82173,0,0,0,0,1,0,1,0,0,1,0
1254,1254,34.0,27.72,0.0,4415.1588,0,0,0,1,0,0,1,0,0,1,0
1255,1255,42.0,37.9,0.0,6474.013000000001,0,0,0,0,1,0,1,0,0,1,0
1256,1256,51.0,36.385,0.0,11436.73815,0,0,1,0,0,0,1,0,0,1,0
1257,1257,54.0,27.645,1.0,11305.93455,0,0,1,0,0,0,1,0,0,1,0
1258,1258,55.0,37.715,3.0,30063.58055,0,0,1,0,0,0,0,1,0,1,0
1259,1259,52.0,23.18,0.0,10197.7722,0,1,0,0,0,0,1,0,1,0,0
1260,1260,32.0,20.52,0.0,4544.2348,0,1,0,0,0,0,1,0,0,1,0
1261,1261,28.0,37.1,1.0,3277.161,0,0,0,0,1,0,0,1,0,1,0
1262,1262,41.0,28.05,1.0,13311.265686102104,0,0,0,1,0,0,1,0,0,1,0
1263,1263,43.0,29.9,1.0,7337.748,0,0,0,0,1,0,1,0,0,1,0
1264,1264,49.0,33.345,2.0,10370.91255,0,1,0,0,0,0,1,0,0,1,0
1265,1265,39.0,23.76,0.0,26926.5144,0,0,0,1,0,0,0,1,0,0,1
1266,1266,55.0,30.631379032258067,0.0,10704.47,0,0,0,0,1,0,1,0,0,1,0
1267,1267,24.0,31.065,0.0,34254.05335,0,1,0,0,0,1,0,0,0,0,1
1268,1268,20.0,33.3,0.0,1880.487,0,0,0,0,1,0,1,0,0,1,0
1269,1269,45.0,27.5,3.0,8615.3,0,0,0,0,1,0,0,1,0,1,0
1270,1270,26.0,33.915,1.0,3292.52985,0,0,1,0,0,0,0,1,0,1,0
1271,1271,25.0,34.485,0.0,3021.80915,0,0,1,0,0,0,1,0,0,1,0
1272,1272,43.0,25.52,5.0,14478.33015,0,0,0,1,0,0,0,1,0,1,0
1273,1273,35.0,27.61,1.0,4747.0529,0,0,0,1,0,0,0,1,0,1,0
1274,1274,26.0,27.06,0.0,17043.3414,0,0,0,1,0,0,0,1,0,0,1
1275,1275,57.0,23.7,0.0,10959.33,0,0,0,0,1,0,0,1,0,1,0
1276,1276,22.0,30.4,0.0,2741.948,0,1,0,0,0,0,1,0,0,1,0
1277,1277,32.0,29.735,0.0,4357.04365,0,0,1,0,0,0,1,0,0,1,0
1278,1278,39.0,30.631379032258067,1.0,22462.04375,0,1,0,0,0,0,0,1,0,0,1
1279,1279,25.0,26.79,2.0,4189.1131,0,0,1,0,0,0,1,0,0,1,0
1280,1280,48.0,33.33,0.0,8283.6807,0,0,0,1,0,0,1,0,0,1,0
1281,1281,47.0,27.645,2.0,24535.69855,0,0,1,0,0,0,1,0,0,0,1
1282,1282,18.0,21.66,0.0,14283.4594,0,1,0,0,0,0,1,0,0,0,1
1283,1283,18.0,30.03,1.0,1720.3537,0,0,0,1,0,0,0,1,0,1,0
1284,1284,61.0,36.3,1.0,13311.265686102104,0,0,0,0,1,0,0,1,0,0,1
1285,1285,47.0,24.32,0.0,8534.6718,0,1,0,0,0,0,1,0,0,1,0
1286,1286,28.0,17.29,0.0,3732.6251,0,1,0,0,0,0,1,0,0,1,0
1287,1287,36.0,25.9,1.0,5472.4490000000005,0,0,0,0,1,0,1,0,1,0,0
1288,1288,20.0,30.631379032258067,2.0,38344.566,0,0,0,0,1,0,0,1,0,0,1
1289,1289,44.0,34.32,0.0,7147.4728,0,0,0,1,0,0,0,1,0,1,0
1290,1290,39.0,19.95,2.0,13311.265686102104,1,0,0,0,0,0,1,0,0,1,0
1291,1291,19.0,34.9,0.0,34828.654,0,0,0,0,1,0,0,1,0,0,1
1292,1292,21.0,23.21,0.0,1515.3449,0,0,0,1,0,0,0,1,0,1,0
1293,1293,46.0,25.745,0.0,9301.89355,0,0,1,0,0,0,0,1,0,1,0
1294,1294,58.0,25.175,0.0,11931.12525,0,1,0,0,0,0,0,1,0,1,0
1295,1295,20.0,22.0,1.0,1964.78,0,0,0,0,1,0,0,1,0,1,0
1296,1296,18.0,26.125,0.0,1708.92575,1,0,0,0,0,0,0,1,0,1,0
1297,1297,28.0,26.51,2.0,4340.4409,0,0,0,1,0,0,1,0,0,1,0
1298,1298,33.0,27.455,2.0,5261.46945,0,0,1,0,0,0,0,1,0,1,0
1299,1299,19.0,25.745,1.0,2710.82855,1,0,0,0,0,0,1,0,0,1,0
1300,1300,45.0,30.36,0.0,62592.87309,0,0,0,1,0,0,0,1,0,0,1
1301,1301,62.0,30.875,3.0,46718.16325,1,0,0,0,0,0,0,1,0,0,1
1302,1302,25.0,20.8,1.0,3208.7870000000003,0,0,0,0,1,0,1,0,0,1,0
1303,1303,39.0,27.8,0.0,37829.7242,0,0,0,0,1,0,0,1,0,0,1
1304,1304,42.0,24.605,2.0,21259.37795,0,1,0,0,0,0,0,1,0,0,1
1305,1305,24.0,27.72,0.0,2464.6188,0,0,0,1,0,0,1,0,0,1,0
1306,1306,29.0,21.85,0.0,16115.3045,0,1,0,0,0,0,1,0,0,0,1
1307,1307,32.0,28.12,0.0,21472.4788,0,0,1,0,0,0,0,1,1,0,0
1308,1308,25.0,30.631379032258067,0.0,33900.653,0,0,0,0,1,0,1,0,0,0,1
1309,1309,41.0,32.2,2.0,6875.960999999999,0,0,0,0,1,0,0,1,0,1,0
1310,1310,42.0,26.315,1.0,6940.90985,0,0,1,0,0,0,0,1,0,1,0
1311,1311,33.0,26.695,0.0,4571.41305,0,0,1,0,0,0,1,0,0,1,0
1312,1312,34.0,42.9,1.0,4536.259,0,0,0,0,1,0,0,1,0,1,0
1313,1313,19.0,34.7,0.0,36397.576,0,0,0,0,1,0,1,0,0,0,1
1314,1314,30.0,23.655,3.0,18765.87545,0,0,1,0,0,0,1,0,0,0,1
1315,1315,39.0,28.31,0.0,11272.33139,0,1,0,0,0,1,0,0,0,1,0
1316,1316,19.0,20.6,0.0,1731.677,0,0,0,0,1,0,1,0,0,1,0
1317,1317,18.0,53.13,0.0,1163.4627,0,0,0,1,0,1,0,0,0,1,0
1318,1318,35.0,30.631379032258067,4.0,19496.71917,0,1,0,0,0,0,0,1,0,1,0
1319,1319,39.0,26.315,0.0,7201.70085,0,0,1,0,0,0,1,0,0,1,0
1320,1320,31.0,31.065,0.0,5425.02335,0,0,1,0,0,0,0,1,0,1,0
1321,1321,39.0,26.695,0.0,28101.33305,0,1,0,0,0,0,0,1,0,0,1
1322,1322,62.0,38.83,0.0,13311.265686102104,0,0,0,1,0,0,0,1,0,1,0
1323,1323,42.0,40.37,2.0,43896.3763,0,0,0,1,0,0,1,0,0,0,1
1324,1324,31.0,25.935,1.0,13311.265686102104,0,0,1,0,0,0,0,1,0,1,0
1325,1325,61.0,33.535,0.0,13143.33665,0,1,0,0,0,0,0,1,0,1,0
1326,1326,39.0,32.87,0.0,7050.0213,0,1,0,0,0,0,1,0,0,1,0
1327,1327,51.0,30.03,1.0,9377.9047,0,0,0,1,0,0,0,1,0,1,0
1328,1328,23.0,24.225,2.0,22395.74424,0,1,0,0,0,0,1,0,0,1,0
1329,1329,52.0,30.631379032258067,2.0,10325.206,0,0,0,0,1,0,0,1,0,1,0
1330,1330,57.0,25.74,2.0,12629.1656,1,0,0,0,0,0,1,0,0,1,0
1331,1331,23.0,33.4,0.0,10795.93733,1,0,0,0,0,0,1,0,0,1,0
1332,1332,52.0,44.7,3.0,11411.685,0,0,0,0,1,0,1,0,0,1,0
1333,1333,50.0,30.97,3.0,10600.5483,1,0,0,0,0,0,0,1,0,1,0
1334,1334,18.0,31.92,0.0,2205.9808,0,1,0,0,0,0,1,0,0,1,0
1335,1335,18.0,36.85,0.0,1629.8335,0,0,0,1,0,0,1,0,0,1,0
1336,1336,21.0,25.8,0.0,13311.265686102104,0,0,0,0,1,0,1,0,0,1,0
1337,1337,61.0,29.07,0.0,29141.3603,0,0,1,0,0,0,1,0,0,0,1
