,Producto,Categoria,Precio_Unitario,Inventario_Disponible,Unidades_Vendidas,Marca,Oferta,Peso,Resolución,Conexión
278,Cámara Web,Accesorios,1112.5569404350144,9,7,MarcaC,False,0.9764669767150116,720p,USB
279,Auriculares,Audio,1234.5304702669314,45,10,MarcaA,True,4.8944277474204245,N/A,3.5mm
280,Laptop,Computadoras,1357.0069443628363,12,1,MarcaA,False,4.979234759838073,Full HD,WiFi
281,Tablet,Computadoras,639.3937039069965,15,14,MarcaB,False,3.8599646771272544,HD,WiFi
282,Monitor,Monitores,688.2578384319272,20,13,MarcaC,False,1.6537871758146343,4K,HDMI
283,Teclado,Accesorios,322.1765217931297,43,1,MarcaA,False,4.790217804802475,N/A,USB
284,Mouse,Accesorios,951.7641832950262,28,2,MarcaB,True,1.461662572062666,N/A,USB
285,Disco Duro,Almacenamiento,246.7249559357647,25,13,MarcaC,True,3.791440950924226,1TB,SATA
286,Impresora,Impresoras,805.2774235721982,27,1,MarcaA,True,1.0186624026141746,N/A,USB
287,Router,Redes,905.4380251198496,42,12,MarcaB,True,3.4200702435192536,N/A,WiFi
288,Cámara Web,Accesorios,572.5036277667698,12,10,MarcaC,True,3.917817515102612,720p,USB
289,Auriculares,Audio,968.083238739714,11,12,MarcaA,False,4.368380650646372,N/A,3.5mm
290,Laptop,Computadoras,239.65032492076426,6,12,MarcaA,True,3.8043776285960473,Full HD,WiFi
291,Tablet,Computadoras,248.55264537397875,34,10,MarcaB,True,4.655684099099534,HD,WiFi
292,Monitor,Monitores,1269.3807288575558,17,13,MarcaC,False,2.8441546605532624,4K,HDMI
293,Teclado,Accesorios,668.2478338346418,27,14,MarcaA,True,3.5484287310199747,N/A,USB
294,Mouse,Accesorios,365.1786664474502,33,11,MarcaB,True,2.1629753828975837,N/A,USB
295,Disco Duro,Almacenamiento,878.9162380712456,42,3,MarcaC,True,0.5467525218019063,1TB,SATA
296,Impresora,Impresoras,1200.9916190281942,41,6,MarcaA,True,3.9051182996030316,N/A,USB
297,Router,Redes,480.5673357458961,24,10,MarcaB,False,4.414372915420426,N/A,WiFi
298,Cámara Web,Accesorios,1009.7576185647004,37,11,MarcaC,True,1.2826601465437717,720p,USB
299,Auriculares,Audio,310.9517044918984,33,6,MarcaA,True,0.62888338249381,N/A,3.5mm
300,Laptop,Computadoras,267.18623751919,19,1,MarcaA,True,1.2402583047565863,Full HD,WiFi
301,Tablet,Computadoras,890.7610210385924,27,6,MarcaB,True,4.528801819576801,HD,WiFi
302,Monitor,Monitores,902.8256580931385,46,5,MarcaC,True,1.8297967521709841,4K,HDMI
303,Teclado,Accesorios,1028.6588719476686,7,7,MarcaA,False,1.5516685168415227,N/A,USB
304,Mouse,Accesorios,1143.91873383946,41,6,MarcaB,True,0.5656542117944736,N/A,USB
305,Disco Duro,Almacenamiento,1468.607703301295,33,12,MarcaC,True,1.836748162445298,1TB,SATA
306,Impresora,Impresoras,871.1904527915539,49,12,MarcaA,False,3.720375846600063,N/A,USB
307,Router,Redes,619.8434148236197,12,7,MarcaB,False,4.815901797692988,N/A,WiFi
308,Cámara Web,Accesorios,1233.7420531993148,26,2,MarcaC,True,1.90733554596935,720p,USB
309,Auriculares,Audio,552.0819266406966,33,12,MarcaA,False,1.5830839409481194,N/A,3.5mm
310,Laptop,Computadoras,770.662846917327,6,1,MarcaA,True,4.496310592081854,Full HD,WiFi
311,Tablet,Computadoras,301.9932957449457,45,14,MarcaB,True,4.336271828745028,HD,WiFi
312,Monitor,Monitores,232.95596644009476,49,7,MarcaC,True,1.9767218906465889,4K,HDMI
313,Teclado,Accesorios,1451.4429390813025,5,9,MarcaA,True,0.8096231919067429,N/A,USB
314,Mouse,Accesorios,1286.7741566658676,48,2,MarcaB,False,4.963952482100342,N/A,USB
315,Disco Duro,Almacenamiento,1104.7664679218074,24,12,MarcaC,False,3.5631692935780315,1TB,SATA
316,Impresora,Impresoras,731.6388277385508,25,7,MarcaA,False,4.669612236878605,N/A,USB
317,Router,Redes,425.2826160920995,41,3,MarcaB,False,2.038435134437577,N/A,WiFi
318,Cámara Web,Accesorios,403.3681554724119,12,6,MarcaC,True,3.4145843858734737,720p,USB
319,Auriculares,Audio,525.315767613974,31,3,MarcaA,True,3.5352375359297574,N/A,3.5mm
320,Laptop,Computadoras,913.9946641179566,39,13,MarcaA,True,4.428074603925136,Full HD,WiFi
321,Tablet,Computadoras,1128.9746995100809,10,10,MarcaB,False,4.968761167022018,HD,WiFi
322,Monitor,Monitores,1058.2565897330505,49,13,MarcaC,True,0.9889978033579399,4K,HDMI
323,Teclado,Accesorios,563.9140660297257,48,11,MarcaA,True,3.3400258044369417,N/A,USB
324,Mouse,Accesorios,1441.3248648621523,23,11,MarcaB,True,2.0139797676316378,N/A,USB
325,Disco Duro,Almacenamiento,1159.265991704499,22,11,MarcaC,False,4.152462921770549,1TB,SATA
326,Impresora,Impresoras,920.6602682648208,5,5,MarcaA,False,3.8936659313589903,N/A,USB
327,Router,Redes,995.2369701046579,29,2,MarcaB,False,4.516333359007612,N/A,WiFi
328,Cámara Web,Accesorios,745.4800811561269,31,8,MarcaC,False,2.046662947762174,720p,USB
329,Auriculares,Audio,522.0502863515047,11,14,MarcaA,True,1.3303865487099427,N/A,3.5mm
330,Laptop,Computadoras,662.76448224664,48,8,MarcaA,True,0.5981075471802384,Full HD,WiFi
331,Tablet,Computadoras,1185.19994360368,46,7,MarcaB,True,1.6497800767319504,HD,WiFi
332,Monitor,Monitores,218.71153521868263,33,6,MarcaC,True,2.1522719288985392,4K,HDMI
333,Teclado,Accesorios,350.8944326589911,35,1,MarcaA,False,4.757301436765964,N/A,USB
334,Mouse,Accesorios,259.8034346282786,48,8,MarcaB,True,2.7111768523126374,N/A,USB
335,Disco Duro,Almacenamiento,252.9474430146612,47,1,MarcaC,True,3.003977768489553,1TB,SATA
336,Impresora,Impresoras,1312.0987592143094,40,8,MarcaA,False,4.460579429216516,N/A,USB
337,Router,Redes,1114.7552171940308,23,11,MarcaB,True,4.482812811938634,N/A,WiFi
338,Cámara Web,Accesorios,816.4259778135228,10,2,MarcaC,True,2.875621219534409,720p,USB
339,Auriculares,Audio,327.18440884630195,29,8,MarcaA,False,1.0116657442999928,N/A,3.5mm
340,Laptop,Computadoras,839.100637651882,35,10,MarcaA,False,1.7173227410655334,Full HD,WiFi
341,Tablet,Computadoras,815.5133020147354,13,12,MarcaB,True,2.5559969000275498,HD,WiFi
342,Monitor,Monitores,425.16243088301974,24,4,MarcaC,True,3.8802627283004893,4K,HDMI
343,Teclado,Accesorios,764.007144009365,14,7,MarcaA,True,3.702567867481005,N/A,USB
344,Mouse,Accesorios,718.0561547165855,41,5,MarcaB,True,3.392187058848944,N/A,USB
345,Disco Duro,Almacenamiento,1000.6051274678814,31,8,MarcaC,True,4.4611050191105495,1TB,SATA
346,Impresora,Impresoras,1025.621746127937,17,12,MarcaA,False,4.111908837382064,N/A,USB
347,Router,Redes,258.8952127036579,45,6,MarcaB,True,4.919514083634336,N/A,WiFi
348,Cámara Web,Accesorios,686.9963990144126,6,14,MarcaC,True,4.501213344199201,720p,USB
349,Auriculares,Audio,1013.6178904285073,25,5,MarcaA,True,1.3804539252954284,N/A,3.5mm
350,Laptop,Computadoras,854.077136154114,37,1,MarcaA,True,0.7592745448417804,Full HD,WiFi
351,Tablet,Computadoras,1313.436793544819,28,3,MarcaB,True,2.365299248199455,HD,WiFi
352,Monitor,Monitores,1056.3017211046285,48,10,MarcaC,True,3.2787700290557558,4K,HDMI
353,Teclado,Accesorios,411.8147552058586,46,9,MarcaA,True,3.3939657486276764,N/A,USB
354,Mouse,Accesorios,291.7393716205588,38,14,MarcaB,True,1.703807426832614,N/A,USB
355,Disco Duro,Almacenamiento,1035.1450616682102,13,9,MarcaC,True,4.369464340019016,1TB,SATA
356,Impresora,Impresoras,234.46470370410836,6,5,MarcaA,False,1.9816090864044213,N/A,USB
357,Router,Redes,961.5082556555022,34,3,MarcaB,False,4.6360157287241455,N/A,WiFi
358,Cámara Web,Accesorios,1422.2993138524448,26,6,MarcaC,True,2.6222063058644967,720p,USB
359,Auriculares,Audio,948.1164312386427,15,5,MarcaA,True,0.5467579971882621,N/A,3.5mm
360,Laptop,Computadoras,704.6209040684785,47,1,MarcaA,True,1.2291859003763579,Full HD,WiFi
361,Tablet,Computadoras,1036.2746839750591,21,2,MarcaB,True,0.9604366549474894,HD,WiFi
362,Monitor,Monitores,795.7287576389716,40,12,MarcaC,True,0.6981160811013843,4K,HDMI
363,Teclado,Accesorios,909.3018261107154,17,5,MarcaA,True,3.713077898648042,N/A,USB
364,Mouse,Accesorios,1423.9042514094826,11,14,MarcaB,False,1.36542142877181,N/A,USB
365,Disco Duro,Almacenamiento,701.9334291410065,20,9,MarcaC,True,4.273789074829187,1TB,SATA
366,Impresora,Impresoras,1449.5477329710884,37,12,MarcaA,False,1.690109729664935,N/A,USB
367,Router,Redes,1376.955834542883,49,4,MarcaB,False,0.6454719792087866,N/A,WiFi
368,Cámara Web,Accesorios,454.52847522608533,5,9,MarcaC,False,4.193039047888531,720p,USB
369,Auriculares,Audio,290.16969113771506,15,3,MarcaA,False,2.597656327389442,N/A,3.5mm
370,Laptop,Computadoras,331.01140179065465,10,1,MarcaA,False,3.1977744812104723,Full HD,WiFi
371,Tablet,Computadoras,223.68837334701465,24,6,MarcaB,False,2.013022798887034,HD,WiFi
372,Monitor,Monitores,322.7758489827069,39,10,MarcaC,False,0.7071817827003881,4K,HDMI
373,Teclado,Accesorios,1087.908805441264,48,14,MarcaA,False,2.1657969012385605,N/A,USB
374,Mouse,Accesorios,292.5452429982977,41,7,MarcaB,False,2.832288666321075,N/A,USB
375,Disco Duro,Almacenamiento,614.6683193818897,45,4,MarcaC,True,0.5525897159147835,1TB,SATA
376,Impresora,Impresoras,1298.337904260291,30,10,MarcaA,True,3.0843051449171845,N/A,USB
377,Router,Redes,230.25351645657364,16,5,MarcaB,False,4.518689695516278,N/A,WiFi
378,Cámara Web,Accesorios,1258.8090273656164,34,4,MarcaC,False,1.4802823508901182,720p,USB
379,Auriculares,Audio,566.4112072054199,32,3,MarcaA,False,4.670461225167795,N/A,3.5mm
380,Laptop,Computadoras,353.6142759081531,31,1,MarcaA,True,0.939238334706137,Full HD,WiFi
381,Tablet,Computadoras,1105.758314973396,46,13,MarcaB,True,4.2144635760026965,HD,WiFi
382,Monitor,Monitores,1017.6257008138492,23,6,MarcaC,False,4.281459612359708,4K,HDMI
383,Teclado,Accesorios,1340.7136175851688,9,10,MarcaA,False,1.659919383041625,N/A,USB
384,Mouse,Accesorios,1155.5923569450515,9,5,MarcaB,False,4.810295335588103,N/A,USB
385,Disco Duro,Almacenamiento,1244.5252095003032,45,11,MarcaC,False,2.374694265703,1TB,SATA
386,Impresora,Impresoras,566.6449443426984,31,1,MarcaA,False,1.1356523935951721,N/A,USB
387,Router,Redes,430.67140691363966,32,5,MarcaB,False,3.16271502872225,N/A,WiFi
388,Cámara Web,Accesorios,1175.7991771331158,30,6,MarcaC,True,4.9847661682036986,720p,USB
389,Auriculares,Audio,1248.8851610474433,31,10,MarcaA,True,4.546811970316825,N/A,3.5mm
390,Laptop,Computadoras,1487.6566846008752,46,5,MarcaA,True,1.753712717517961,Full HD,WiFi
391,Tablet,Computadoras,736.4029799848544,25,1,MarcaB,False,3.0964396972026904,HD,WiFi
392,Monitor,Monitores,683.6235115306181,5,14,MarcaC,False,1.0191544685456748,4K,HDMI
393,Teclado,Accesorios,1209.336848964596,32,5,MarcaA,True,2.5783016195169024,N/A,USB
394,Mouse,Accesorios,643.0446023289232,19,10,MarcaB,True,2.8538153046103165,N/A,USB
395,Disco Duro,Almacenamiento,1409.9845232846342,21,1,MarcaC,False,1.9187523424900783,1TB,SATA
396,Impresora,Impresoras,1315.9365773959153,30,11,MarcaA,True,2.678841873216525,N/A,USB
397,Router,Redes,757.6922355875239,24,3,MarcaB,True,4.639723061815281,N/A,WiFi
398,Cámara Web,Accesorios,1176.1323881289466,29,12,MarcaC,True,2.750619367308788,720p,USB
399,Auriculares,Audio,1180.905736310087,17,13,MarcaA,True,4.239456397554188,N/A,3.5mm
400,Laptop,Computadoras,334.0610294867124,37,2,MarcaA,False,1.9282569312354523,Full HD,WiFi
401,Tablet,Computadoras,1373.3187786834367,29,13,MarcaB,False,4.871319000676167,HD,WiFi
402,Monitor,Monitores,856.8280841822143,12,1,MarcaC,False,0.9205845505033347,4K,HDMI
403,Teclado,Accesorios,1274.3947059400641,9,4,MarcaA,False,3.1351399107889515,N/A,USB
404,Mouse,Accesorios,616.0644813397953,10,2,MarcaB,True,4.054495078250612,N/A,USB
405,Disco Duro,Almacenamiento,1364.1801970450606,27,5,MarcaC,True,4.1631844383961045,1TB,SATA
406,Impresora,Impresoras,705.9621823544121,34,10,MarcaA,True,1.3922649985416886,N/A,USB
407,Router,Redes,214.08894692438787,18,1,MarcaB,False,2.307406499082438,N/A,WiFi
408,Cámara Web,Accesorios,1376.9965693450426,27,12,MarcaC,False,3.308882776088464,720p,USB
409,Auriculares,Audio,318.67267982197365,15,10,MarcaA,False,1.9214721939758748,N/A,3.5mm
410,Laptop,Computadoras,615.1077288675393,35,1,MarcaA,False,3.46233206846066,Full HD,WiFi
411,Tablet,Computadoras,1435.0805571660464,10,11,MarcaB,True,2.2045130209071617,HD,WiFi
412,Monitor,Monitores,1435.789291018823,15,10,MarcaC,False,2.0788984516335005,4K,HDMI
413,Teclado,Accesorios,945.4692545602719,17,4,MarcaA,True,0.9863067717068432,N/A,USB
414,Mouse,Accesorios,1021.388375820739,16,7,MarcaB,True,0.6766379548387058,N/A,USB
415,Disco Duro,Almacenamiento,782.9791785718157,6,14,MarcaC,True,4.258732055054819,1TB,SATA
416,Impresora,Impresoras,581.1740032074839,39,14,MarcaA,False,2.702950214702334,N/A,USB
417,Router,Redes,627.2639089808907,40,2,MarcaB,False,3.03292909944053,N/A,WiFi
418,Cámara Web,Accesorios,1074.27399290015,21,2,MarcaC,True,2.1749946013781623,720p,USB
419,Auriculares,Audio,1178.086888268984,32,1,MarcaA,True,1.115339204631967,N/A,3.5mm
420,Laptop,Computadoras,1229.052756843603,32,5,MarcaA,False,2.5230739896104293,Full HD,WiFi
421,Tablet,Computadoras,1226.50358563292,26,6,MarcaB,False,1.530306851140259,HD,WiFi
422,Monitor,Monitores,318.5679339632975,42,13,MarcaC,False,4.269573710497447,4K,HDMI
423,Teclado,Accesorios,842.7463961133559,11,6,MarcaA,False,4.940548421335205,N/A,USB
424,Mouse,Accesorios,274.82638802163757,19,2,MarcaB,True,4.500932609641126,N/A,USB
425,Disco Duro,Almacenamiento,914.3875470208562,36,12,MarcaC,True,2.877234196665337,1TB,SATA
426,Impresora,Impresoras,773.9896517853902,15,12,MarcaA,True,3.3265928533192004,N/A,USB
427,Router,Redes,1354.0154375857896,28,7,MarcaB,True,4.7665514423265725,N/A,WiFi
428,Cámara Web,Accesorios,656.1895163177023,7,6,MarcaC,True,2.924068701149263,720p,USB
429,Auriculares,Audio,352.1871213558876,34,8,MarcaA,True,3.373651054811978,N/A,3.5mm
430,Laptop,Computadoras,385.88918666868665,10,6,MarcaA,False,3.331532766840477,Full HD,WiFi
431,Tablet,Computadoras,1189.963821232714,6,9,MarcaB,True,3.686545183156093,HD,WiFi
432,Monitor,Monitores,1003.6834823111394,18,10,MarcaC,False,3.3812829481024345,4K,HDMI
433,Teclado,Accesorios,331.4594789596273,45,2,MarcaA,False,3.518174291250077,N/A,USB
434,Mouse,Accesorios,309.33884794949665,22,7,MarcaB,True,3.766525125047592,N/A,USB
435,Disco Duro,Almacenamiento,1111.259870896856,48,5,MarcaC,False,4.140946533505769,1TB,SATA
436,Impresora,Impresoras,294.59190827345157,35,1,MarcaA,True,2.3137473616835185,N/A,USB
437,Router,Redes,1268.418077077463,17,3,MarcaB,True,3.856252929172602,N/A,WiFi
438,Cámara Web,Accesorios,1118.114895303445,30,4,MarcaC,False,0.9509169161928304,720p,USB
439,Auriculares,Audio,305.7534148344697,48,12,MarcaA,False,4.442846595086879,N/A,3.5mm
440,Laptop,Computadoras,310.2890283107495,16,2,MarcaA,False,1.805199385591363,Full HD,WiFi
441,Tablet,Computadoras,1482.6314520515282,22,7,MarcaB,False,2.3155714133927763,HD,WiFi
442,Monitor,Monitores,686.5520344829564,13,1,MarcaC,False,4.116246856958788,4K,HDMI
443,Teclado,Accesorios,681.8347911869582,25,3,MarcaA,False,3.3664416714095258,N/A,USB
444,Mouse,Accesorios,1256.6394374347533,44,12,MarcaB,False,1.8888259543302566,N/A,USB
445,Disco Duro,Almacenamiento,1431.4231505990163,47,9,MarcaC,False,1.5142960000608814,1TB,SATA
446,Impresora,Impresoras,1481.8013829697322,28,11,MarcaA,False,4.809715019197655,N/A,USB
447,Router,Redes,1179.391640836624,38,14,MarcaB,True,0.8949936246421406,N/A,WiFi
448,Cámara Web,Accesorios,689.1374611901905,12,2,MarcaC,True,0.5195079887420357,720p,USB
449,Auriculares,Audio,308.5509317082694,48,5,MarcaA,False,3.5282070602885764,N/A,3.5mm
450,Laptop,Computadoras,1210.2909907056678,37,4,MarcaA,False,3.265134921871333,Full HD,WiFi
451,Tablet,Computadoras,925.9255246565466,27,12,MarcaB,False,3.819262833283027,HD,WiFi
452,Monitor,Monitores,751.4886120210691,17,3,MarcaC,True,3.7923522422407108,4K,HDMI
453,Teclado,Accesorios,1378.2607006231567,18,5,MarcaA,True,4.3846660726971045,N/A,USB
454,Mouse,Accesorios,344.55672699799675,18,6,MarcaB,False,4.649488656838056,N/A,USB
455,Disco Duro,Almacenamiento,840.4126355781169,20,1,MarcaC,False,3.987610647160487,1TB,SATA
456,Impresora,Impresoras,214.7597381976448,42,2,MarcaA,False,1.5453176072994355,N/A,USB
457,Router,Redes,809.2588345923641,43,1,MarcaB,False,2.5857328023453836,N/A,WiFi
458,Cámara Web,Accesorios,273.1942583863886,30,3,MarcaC,True,3.387718582951501,720p,USB
459,Auriculares,Audio,354.4632911484935,30,8,MarcaA,True,2.927143709801339,N/A,3.5mm
460,Laptop,Computadoras,352.78412081023635,5,8,MarcaA,False,1.215038805955811,Full HD,WiFi
461,Tablet,Computadoras,1043.9733927508828,36,4,MarcaB,False,3.1517286378082057,HD,WiFi
462,Monitor,Monitores,1169.8583430450503,19,6,MarcaC,True,4.4893789224528895,4K,HDMI
463,Teclado,Accesorios,958.3793946263075,25,12,MarcaA,True,2.3833275046929394,N/A,USB
464,Mouse,Accesorios,1450.8243130169044,22,9,MarcaB,False,3.5101977099593156,N/A,USB
465,Disco Duro,Almacenamiento,687.3317533808153,34,14,MarcaC,False,3.2717042882435217,1TB,SATA
466,Impresora,Impresoras,571.425712166419,17,7,MarcaA,True,2.1966941158453226,N/A,USB
467,Router,Redes,1329.1788666462983,28,2,MarcaB,True,3.043720432162548,N/A,WiFi
468,Cámara Web,Accesorios,490.67459007528845,34,11,MarcaC,True,1.4459541525448745,720p,USB
469,Auriculares,Audio,1452.1893012727946,6,2,MarcaA,False,2.9574826641283436,N/A,3.5mm
470,Laptop,Computadoras,215.80081709676125,23,3,MarcaA,True,4.094733157206706,Full HD,WiFi
471,Tablet,Computadoras,1460.8424747199308,48,8,MarcaB,False,3.9152649631606984,HD,WiFi
472,Monitor,Monitores,256.10788553574895,29,10,MarcaC,True,2.1107954741318222,4K,HDMI
473,Teclado,Accesorios,1358.4860478074925,18,9,MarcaA,True,1.0043834715792894,N/A,USB
474,Mouse,Accesorios,886.0114418121898,10,13,MarcaB,True,4.099741542679396,N/A,USB
475,Disco Duro,Almacenamiento,1490.8542349550905,16,14,MarcaC,False,1.6926759027253526,1TB,SATA
476,Impresora,Impresoras,295.93553415601855,24,3,MarcaA,False,0.7386969524543048,N/A,USB
477,Router,Redes,920.010569721717,27,9,MarcaB,True,2.503368320972013,N/A,WiFi
478,Cámara Web,Accesorios,1460.0932963048288,34,12,MarcaC,False,3.827617382959464,720p,USB
479,Auriculares,Audio,880.0271974211935,34,12,MarcaA,True,4.138220032201344,N/A,3.5mm
480,Laptop,Computadoras,1018.2182295758413,42,10,MarcaA,False,4.9199096714987025,Full HD,WiFi
481,Tablet,Computadoras,1104.4732956800024,34,12,MarcaB,True,1.3523345781355558,HD,WiFi
482,Monitor,Monitores,790.9033841981052,45,8,MarcaC,True,1.8220768270723975,4K,HDMI
483,Teclado,Accesorios,1015.8255041092825,34,5,MarcaA,False,3.2427072431577373,N/A,USB
484,Mouse,Accesorios,959.6086055000303,40,11,MarcaB,True,4.1510466370221115,N/A,USB
485,Disco Duro,Almacenamiento,1371.5054136382857,38,10,MarcaC,False,1.5533375955912156,1TB,SATA
486,Impresora,Impresoras,259.08029444389524,20,3,MarcaA,True,2.3446150266819163,N/A,USB
487,Router,Redes,565.2521464698993,28,11,MarcaB,False,2.3378030080362144,N/A,WiFi
488,Cámara Web,Accesorios,1435.5349292995263,18,7,MarcaC,True,3.978215298942445,720p,USB
489,Auriculares,Audio,1357.3429190581912,30,9,MarcaA,True,1.5841949255551462,N/A,3.5mm
490,Laptop,Computadoras,792.3537786214268,12,12,MarcaA,False,4.859413496131674,Full HD,WiFi
491,Tablet,Computadoras,1006.1723771419978,18,6,MarcaB,True,2.7970871568595808,HD,WiFi
492,Monitor,Monitores,560.5955378754725,35,3,MarcaC,False,1.7693007647239134,4K,HDMI
493,Teclado,Accesorios,444.5575076408897,6,5,MarcaA,True,1.7792782687331896,N/A,USB
494,Mouse,Accesorios,802.8079264219768,8,7,MarcaB,True,0.5823499401678671,N/A,USB
495,Disco Duro,Almacenamiento,659.3578964338687,5,8,MarcaC,True,3.615939008403305,1TB,SATA
496,Impresora,Impresoras,958.7529454061337,24,13,MarcaA,True,3.99176736204019,N/A,USB
497,Router,Redes,301.0550280544803,18,14,MarcaB,False,0.6459249781566032,N/A,WiFi
498,Cámara Web,Accesorios,1466.7132499660165,44,12,MarcaC,False,3.1367054260892897,720p,USB
499,Auriculares,Audio,1482.0739678234838,29,4,MarcaA,False,4.017527004966898,N/A,3.5mm
500,Laptop,Computadoras,1107.6102282256688,29,2,MarcaA,True,2.19308021775951,Full HD,WiFi
501,Tablet,Computadoras,896.9252762473565,7,10,MarcaB,False,2.4473371228461036,HD,WiFi
502,Monitor,Monitores,602.3859011722261,9,2,MarcaC,False,2.127312049604631,4K,HDMI
503,Teclado,Accesorios,1257.9335256190334,42,12,MarcaA,True,1.920428233549133,N/A,USB
504,Mouse,Accesorios,1090.1505243200431,30,3,MarcaB,False,2.7101377564336433,N/A,USB
505,Disco Duro,Almacenamiento,411.4020211483587,44,8,MarcaC,True,1.2474529705995105,1TB,SATA
506,Impresora,Impresoras,1384.2053398419953,42,1,MarcaA,True,2.4830945655433654,N/A,USB
507,Router,Redes,1269.2984158001198,42,14,MarcaB,False,4.7382130592249245,N/A,WiFi
508,Cámara Web,Accesorios,1434.7398872795013,8,7,MarcaC,False,0.6233094400874597,720p,USB
509,Auriculares,Audio,1143.435360904868,11,6,MarcaA,False,1.2413453713386295,N/A,3.5mm
510,Laptop,Computadoras,997.4397547165269,34,14,MarcaA,False,3.9996607579088943,Full HD,WiFi
511,Tablet,Computadoras,743.7159471778045,34,2,MarcaB,True,1.0942569046117026,HD,WiFi
512,Monitor,Monitores,1412.5470283602172,23,9,MarcaC,False,1.7207640477623547,4K,HDMI
513,Teclado,Accesorios,1325.8830563505308,43,13,MarcaA,True,2.546775158199601,N/A,USB
514,Mouse,Accesorios,258.7842711380462,39,12,MarcaB,False,4.744230159384971,N/A,USB
515,Disco Duro,Almacenamiento,234.2770668464276,44,5,MarcaC,True,1.3257553428660627,1TB,SATA
516,Impresora,Impresoras,689.4023769414645,37,2,MarcaA,False,4.653880673019424,N/A,USB
